nome,cpf,idade,data,endereco,estado
Levi Farias,659.421.730-52,45,1978-12-03,"Quadra Mendes, 42, Vila Pinho, 14608-340 Moreira / GO",Rio Grande do Sul
Dr. Enzo Da Costa,791.654.308-75,40,1983-05-07,"Campo Marcela Silveira, 66, Álvaro Camargos, 06681-952 Alves do Galho / AM",São Paulo
Heloísa Alves,029.178.345-79,86,1937-10-06,"Fazenda de Moraes, 637, Buraco Quente, 54488894 Ferreira de Moreira / PR",Paraíba
Luiz Henrique Da Mota,842.957.163-91,20,2004-02-17,"Recanto Alves, 105, Saudade, 04473467 da Mota de Minas / RR",Rondônia
Camila Caldeira,903.721.486-03,54,1969-04-23,"Lago Jesus, 71, Frei Leopoldo, 96443895 Duarte / MA",Mato Grosso do Sul
Arthur Mendes,918.452.370-05,50,1973-12-23,"Esplanada Cauã Teixeira, Jardim América, 82077031 Monteiro do Galho / SP",Rondônia
João Felipe Campos,362.759.410-06,54,1970-03-28,"Praia Heitor Castro, 6, Jardim Leblon, 74490880 da Paz de Nunes / MS",Mato Grosso
Guilherme Azevedo,174.509.362-16,61,1962-07-24,"Viela Benjamin Campos, 1, Pompéia, 36240-367 Mendes da Prata / CE",Distrito Federal
Dra. Laura Cunha,364.701.829-50,46,1977-12-22,"Núcleo Castro, 7, Maria Helena, 76215-850 Duarte / BA",Roraima
Noah Moraes,108.237.569-12,55,1969-04-03,"Estrada Lucas Gabriel Caldeira, 856, João Pinheiro, 66574452 Cardoso / MG",Goiás
Davi Lucca Lopes,260.158.347-90,33,1990-11-27,"Trecho Freitas, 427, Alto Dos Pinheiros, 16352-238 Moura / AP",Maranhão
Sophia Da Cruz,621.439.805-15,39,1984-07-30,"Via Ribeiro, Flavio De Oliveira, 85013933 Lima das Flores / PR",Mato Grosso
Igor Da Luz,740.681.529-85,46,1977-12-16,"Lago Silva, 75, Vila Oeste, 67901-491 Cunha da Serra / AC",Bahia
Dr. Samuel Nascimento,692.581.734-73,86,1937-07-30,"Travessa Duarte, 59, Brasil Industrial, 48304188 Moreira de Minas / RO",Mato Grosso
Maria Fernanda Freitas,968.451.273-28,66,1957-08-10,"Favela Sarah Porto, Conjunto São Francisco De Assis, 82565112 da Rosa de Goiás / DF",Tocantins
Eduarda Costa,206.795.138-68,28,1995-10-31,"Morro Enzo Gabriel Teixeira, 84, Mirtes, 35827-828 Nascimento / RS",Distrito Federal
Lorenzo Monteiro,069.471.258-20,43,1980-07-16,"Área da Mota, 13, Minas Caixa, 62104258 Barbosa do Sul / AP",Mato Grosso do Sul
Caroline Cardoso,618.307.245-17,51,1972-09-08,"Viaduto de Moreira, 1, Vera Cruz, 02303138 Gonçalves do Norte / DF",Amazonas
Henrique Da Rocha,329.504.167-99,21,2003-01-09,"Núcleo Luiz Gustavo Costela, 99, Juliana, 43635569 Peixoto / SE",Minas Gerais
Lucas Gabriel Oliveira,743.568.920-38,51,1972-08-04,"Via Araújo, São Cristóvão, 08165-622 Peixoto de da Rocha / SE",Rio Grande do Sul
Sr. Arthur Jesus,418.370.659-93,96,1927-05-27,"Lago de Cardoso, Santa Cecilia, 78099-314 Santos do Norte / MG",Mato Grosso
Marcos Vinicius Da Cunha,572.130.964-43,48,1976-01-16,"Viaduto de Cardoso, Inconfidência, 16426-137 Castro / PA",Amapá
Antônio Nogueira,061.387.542-71,19,2004-08-11,"Quadra de da Mata, 49, Ouro Minas, 00289438 Cavalcanti da Prata / MT",Pernambuco
Sophia Monteiro,601.245.398-15,90,1933-10-22,"Núcleo Araújo, 155, Lindéia, 82317-263 Campos / PA",Minas Gerais
Dr. Leandro Silva,497.058.612-85,56,1967-12-07,"Estação Silva, 18, Serra, 11636951 das Neves do Amparo / AM",Pernambuco
Amanda Farias,185.243.670-08,99,1924-07-31,"Praia Lavínia Moraes, 29, Conjunto Jatoba, 41571-037 da Luz / RJ",Rio de Janeiro
Srta. Luna Peixoto,912.405.387-23,53,1970-12-14,"Fazenda Rafaela Costela, 37, Havaí, 52291-254 Rocha / CE",Amapá
Sr. Igor Campos,183.502.746-62,54,1969-08-17,"Fazenda Ferreira, 849, Lagoa, 49587-081 Vieira do Norte / AP",Tocantins
Maria Sophia Correia,948.731.065-75,98,1925-10-03,"Residencial Alana Dias, 51, Vitoria, 01961759 Gomes de da Cruz / TO",Tocantins
Bruno Da Cruz,293.415.687-73,22,2001-06-02,"Rua Evelyn da Cunha, 2, Alta Tensão 1ª Seção, 88048-422 da Rocha do Amparo / ES",Espírito Santo
Amanda Cavalcanti,351.698.247-00,55,1968-12-13,"Fazenda de Duarte, 99, São Sebastião, 38375-389 Pires / AC",Roraima
Bruno Melo,721.469.053-52,58,1965-06-26,"Trevo de da Costa, 7, Esplanada, 45022-514 Fernandes de Costela / AC",Roraima
Dra. Elisa Nunes,875.013.249-05,35,1989-01-12,"Vale Erick Moreira, 48, Vila Nova Cachoeirinha 2ª Seção, 07868-934 da Cunha / AP",Rio Grande do Norte
Calebe Ramos,942.816.307-40,59,1964-05-05,"Parque de Moraes, 36, Gutierrez, 82171525 Peixoto de Fernandes / TO",Rio Grande do Sul
Sr. Arthur Moraes,306.927.841-87,80,1943-10-01,"Passarela Lima, 87, Jatobá, 09721-169 Viana Alegre / RJ",Roraima
Júlia Silveira,913.476.508-57,73,1950-11-18,"Pátio Vitor Gabriel Rocha, São João Batista, 91484973 Pereira da Prata / SC",Rio de Janeiro
Sra. Isabelly Silva,732.568.049-00,34,1989-08-28,"Rodovia Agatha Lopes, 7, Vila São Gabriel, 31198992 da Luz / DF",Pará
Dr. Otávio Azevedo,457.821.069-30,79,1944-11-09,"Aeroporto de Ferreira, 2, Santa Helena, 28302071 Oliveira das Flores / CE",Pernambuco
Maria Cecília Aragão,264.571.809-49,99,1925-01-09,"Trevo Aragão, 535, Salgado Filho, 51800-056 Carvalho da Prata / GO",São Paulo
Noah Da Rosa,742.960.813-22,58,1965-05-02,"Avenida Ferreira, 7, Antonio Ribeiro De Abreu 1ª Seção, 17090-502 Rodrigues / DF",Pernambuco
Sra. Laura Azevedo,540.326.187-71,37,1986-06-16,"Viaduto Marcelo Ramos, Universo, 53602-558 Cunha do Galho / SP",Rio Grande do Norte
Dr. Francisco Moreira,702.483.165-08,24,1999-08-25,"Núcleo Silva, 7, Jaraguá, 74430032 Silveira de Goiás / CE",Rondônia
Mariane Das Neves,912.546.308-05,44,1979-10-27,"Rodovia de Freitas, 782, Parque São José, 53886812 das Neves das Flores / SC",Piauí
Enzo Monteiro,309.546.872-56,33,1990-09-15,"Quadra Silveira, 76, João Paulo Ii, 90482-858 Rezende dos Dourados / MG",Piauí
Diego Da Rocha,093.845.726-83,36,1988-01-24,"Conjunto da Rosa, 22, Pindura Saia, 13568-214 Ramos da Serra / MS",Piauí
Ana Laura Da Cruz,798.526.104-49,86,1937-04-28,"Parque Rodrigues, Vila Da Amizade, 99639-698 Costa / RO",Espírito Santo
Ana Sophia Gomes,384.961.725-46,44,1979-07-27,"Lagoa Porto, 44, Unidas, 73111211 Alves / GO",Pernambuco
Ana Laura Costa,502.176.894-85,52,1971-08-17,"Vila Sales, 913, Bela Vitoria, 24276968 Monteiro / SP",Rio Grande do Sul
Felipe Souza,187.950.346-84,55,1968-09-30,"Setor Peixoto, 47, Palmeiras, 57575529 da Cruz / SE",Pará
Luana Novaes,287.430.169-87,78,1945-12-05,"Parque Luiz Gustavo da Conceição, 34, Santa Margarida, 94925-425 Rodrigues Alegre / RS",Ceará
Sra. Yasmin Nogueira,360.925.841-15,48,1975-10-29,"Lago de Rocha, 482, Belmonte, 74471-918 Rocha da Mata / PE",Goiás
Benício Melo,904.652.781-67,21,2002-12-07,"Recanto Maitê Pereira, Vila Suzana Primeira Seção, 94645-027 Silva / DF",Rio Grande do Norte
Daniela Aragão,726.304.851-53,58,1965-07-06,"Feira Otávio Pereira, 93, Piraja, 78140-773 Correia / RR",Paraíba
Davi Luiz Sales,740.692.138-13,44,1979-07-24,"Trecho João Gabriel Pires, 64, Nova Pampulha, 61230820 Souza da Serra / RS",Amapá
Milena Souza,904.358.126-70,85,1938-10-08,"Praça de Ribeiro, 9, Santa Inês, 38053-049 Azevedo / SP",Bahia
Maria Eduarda Ferreira,438.256.190-60,74,1949-09-28,"Passarela de Caldeira, Vila Sesc, 50710-500 Cunha de Dias / AP",Rondônia
Sr. Diogo Lima,302.846.957-00,29,1994-12-06,"Estrada Danilo Monteiro, Conjunto Califórnia Ii, 38793-887 da Mata Alegre / BA",Mato Grosso
Dr. Carlos Eduardo Araújo,496.802.735-47,39,1984-11-09,"Rodovia Sophia Rodrigues, 88, Vila Independencia 2ª Seção, 76814388 Pires / RR",Paraná
Marina Gomes,934.587.620-00,98,1925-12-25,"Lagoa Souza, Copacabana, 16768543 Monteiro / ES",Santa Catarina
Gustavo Henrique Duarte,254.130.968-60,23,2000-05-29,"Área Ana Sophia Pereira, 32, Minas Caixa, 69026-029 Caldeira do Oeste / TO",Minas Gerais
Caio Ramos,832.941.657-73,27,1996-11-06,"Viaduto de Sales, 92, Buraco Quente, 13458-643 Nunes / AL",Paraíba
Rafael Nunes,462.971.358-19,88,1935-04-10,"Núcleo Monteiro, 504, São Bernardo, 15990-096 Porto / TO",Mato Grosso
Enzo Gabriel Cardoso,726.801.549-67,37,1987-01-26,"Núcleo Ribeiro, Vila Nova Cachoeirinha 1ª Seção, 13917300 Ferreira das Flores / PE",São Paulo
Davi Cardoso,065.781.243-90,18,2005-07-25,"Praça Ana Júlia Rezende, 38, Vila Coqueiral, 41709963 Silveira / PA",Rio Grande do Sul
Daniel Pires,274.530.968-47,39,1984-06-13,"Avenida Bruna Rodrigues, 724, Diamante, 12678-518 Rezende do Galho / ES",Paraíba
Brenda Da Mata,532.841.679-19,44,1980-02-29,"Pátio Rocha, 75, Havaí, 43098627 da Cunha / AC",Ceará
Samuel Dias,852.910.634-24,38,1985-11-17,"Viaduto Enzo Gabriel Moreira, 72, Vila Real 2ª Seção, 01069636 Sales de Goiás / CE",Rio Grande do Norte
Gustavo Henrique Da Costa,917.230.485-50,19,2005-03-08,"Residencial Ribeiro, 60, Flamengo, 74294090 Ribeiro / RO",Alagoas
Theo Fogaça,091.584.236-05,48,1975-06-26,"Travessa Cardoso, 95, Alta Tensão 1ª Seção, 42836-344 Lima / MT",Acre
Sra. Alexia Carvalho,483.106.527-71,24,2000-03-31,"Quadra Lorenzo Pires, Vila Olhos D'água, 03485618 da Rosa de Correia / AC",Rondônia
Juliana Martins,432.807.956-56,84,1939-06-04,"Campo de Souza, Vila Jardim São José, 04692667 Carvalho / RR",Bahia
Luiz Gustavo Da Rosa,280.753.914-97,85,1938-06-09,"Via de da Paz, 5, Dona Clara, 30465-337 Oliveira de Goiás / AL",Paraná
Gabriela Freitas,367.520.481-26,30,1994-03-10,"Trevo Carvalho, 9, Grajaú, 40077-715 Moraes da Serra / BA",Rio Grande do Norte
Enzo Gabriel Vieira,812.564.079-76,22,2002-01-28,"Travessa Novaes, Boa Vista, 29032951 Aragão / TO",Rio de Janeiro
Srta. Luna Nascimento,815.732.049-60,69,1954-06-13,"Passarela de Nascimento, 916, João Paulo Ii, 86360-200 Duarte do Amparo / AL",Rio de Janeiro
Sophie Da Mata,971.238.045-97,70,1953-04-10,"Avenida de Almeida, 78, Vila Atila De Paiva, 41400947 da Cunha / AL",Maranhão
Clarice Alves,973.846.520-65,22,2001-12-02,"Avenida Heloísa Costa, Cabana Do Pai Tomás, 54742254 Cavalcanti / AC",Mato Grosso
Catarina Rodrigues,138.640.975-84,84,1939-11-26,"Núcleo Farias, 97, Lourdes, 55915-124 Gomes de Souza / RR",Paraná
Antônio Vieira,017.236.854-53,89,1934-10-25,"Favela de Lopes, 473, Lagoinha Leblon, 41398-890 Peixoto / PR",Sergipe
Dr. Nicolas Da Conceição,105.236.748-80,25,1998-06-04,"Quadra Mariana Costela, 87, Grajaú, 64615642 Ferreira / BA",Roraima
Maria Alice Da Costa,290.738.654-92,88,1936-02-17,"Rua Cardoso, 76, Olhos D'água, 25842688 Barros Alegre / MA",Amapá
Sr. Lucca Martins,906.435.128-70,56,1967-08-30,"Pátio Paulo da Rosa, 93, Belvedere, 57898-196 Melo / TO",Tocantins
João Pedro Costa,532.940.718-41,68,1955-09-12,"Feira Cardoso, Conjunto Minas Caixa, 88969-195 da Mata / RN",Ceará
Maitê Gonçalves,034.719.856-20,97,1926-09-20,"Distrito Giovanna Rodrigues, 37, Marieta 3ª Seção, 62839-349 da Mata / PR",Acre
Ana Laura Ferreira,326.490.578-74,72,1952-01-29,"Estrada de Ramos, Garças, 28169898 Santos das Pedras / RO",Paraná
Sabrina Da Mata,172.548.960-02,30,1994-01-31,"Viela de Moraes, 56, Vila Maria, 42762903 Fogaça de Goiás / MS",Rio Grande do Sul
Alexandre Das Neves,183.904.625-24,93,1930-07-19,"Área de Novaes, 52, Itapoa, 66232412 Fogaça do Oeste / ES",Acre
Isadora Da Cunha,471.928.063-31,54,1969-08-31,"Viaduto Freitas, 622, Jardim Atlântico, 10686-144 da Rocha Paulista / PE",Minas Gerais
Dr. Luigi Fernandes,834.265.197-55,72,1951-07-16,"Distrito Thomas Pires, 77, Bairro Das Indústrias Ii, 44279-855 da Cunha / MT",Amapá
Sr. Yago Cavalcanti,758.901.423-05,93,1931-03-01,"Estrada Melo, Vila Independencia 3ª Seção, 33664610 Cardoso / AM",Amapá
Carolina Peixoto,396.720.418-96,63,1960-06-26,"Loteamento Dias, 21, Camponesa 1ª Seção, 82741936 da Rosa / RN",Amazonas
Ana Lívia Porto,067.412.835-44,74,1949-09-26,"Colônia Vieira, 6, Milionario, 96648865 Moraes / SE",Mato Grosso do Sul
Henrique Da Mata,896.724.305-74,33,1990-12-25,"Aeroporto Vinicius Rezende, 18, Conjunto São Francisco De Assis, 55527-291 da Paz do Campo / PR",Rio de Janeiro
Enrico Aragão,490.851.376-75,93,1930-06-30,"Praça Almeida, 95, Vila Novo São Lucas, 69709-867 Moraes / AP",Bahia
Milena Cavalcanti,523.064.179-70,25,1998-09-15,"Trecho Kevin Castro, 70, São Geraldo, 98131993 Sales / PR",Tocantins
Davi Lucca Melo,731.984.025-14,96,1928-02-22,"Passarela Kamilly Moreira, 704, Cardoso, 41864-156 da Cunha / SP",Goiás
Clarice Fernandes,192.763.485-73,87,1936-12-27,"Vereda Jesus, 7, Esplanada, 50230404 Teixeira Verde / SP",Pará
Dr. Luiz Fernando Das Neves,146.387.259-37,58,1966-02-21,"Viaduto de Martins, 24, Vila Antena, 55987-196 Araújo do Amparo / RO",Ceará
Caio Azevedo,428.759.361-82,73,1951-03-04,"Largo Cardoso, 23, Vila Nova Gameleira 2ª Seção, 29717727 Ferreira / AL",São Paulo
Enrico Novaes,457.692.038-38,73,1950-11-08,"Vila Heloísa Barbosa, 666, Conjunto São Francisco De Assis, 19537340 Farias / RN",Pará
Ana Clara Moreira,075.412.368-53,87,1936-12-15,"Residencial de Aragão, Andiroba, 91004-368 Cardoso / SC",Piauí
Enrico Ribeiro,965.734.108-66,26,1998-02-24,"Loteamento Lopes, 2, Vila Satélite, 54279721 Ramos da Prata / CE",Paraná
Evelyn Aragão,548.372.061-07,85,1938-04-19,"Estrada Rebeca Caldeira, 440, Marçola, 11027-170 Freitas Grande / GO",Espírito Santo
Thales Moreira,406.135.728-07,63,1960-07-31,"Quadra Farias, Jardim Guanabara, 71294724 Caldeira / RO",Roraima
Heitor Mendes,097.426.351-61,56,1968-01-13,"Lagoa de Farias, Alta Tensão 2ª Seção, 86838429 Pires / AL",Amazonas
Sarah Nascimento,938.574.026-10,40,1983-05-14,"Largo de da Costa, 400, Vila Jardim Alvorada, 20608-388 Cardoso de Cardoso / CE",Rondônia
Sra. Yasmin Melo,510.274.968-49,18,2005-07-22,"Loteamento Almeida, 821, Conjunto Santa Maria, 15401946 Nunes de Goiás / TO",Pernambuco
Sr. Marcelo Costela,895.603.427-38,23,2000-08-16,"Chácara Clarice da Costa, 135, Cardoso, 90569-230 da Luz Verde / BA",Piauí
Maria Cecília Araújo,752.943.601-52,76,1948-03-20,"Distrito Nathan Melo, 3, Universitário, 45685584 Almeida / PA",Minas Gerais
Enzo Gabriel Ribeiro,965.231.708-02,63,1960-06-20,"Recanto Nunes, 87, Vila União, 40623-455 Moura / AP",Roraima
Miguel Da Rosa,168.907.235-03,43,1980-04-24,"Esplanada Carvalho, 8, Paulo Vi, 43997-378 Correia / CE",Goiás
Maria Vitória Ferreira,914.863.027-69,23,2000-11-09,"Lago Lima, 6, Providencia, 64509-958 Porto / SP",Ceará
Sr. Vitor Gabriel Gomes,348.902.157-60,48,1975-11-29,"Vale Costela, 49, Jonas Veiga, 14400-610 Nogueira / MT",Alagoas
Bianca Pinto,541.908.362-06,80,1943-05-29,"Lagoa Sales, 43, Vila Santa Monica 2ª Seção, 48899443 Jesus / AL",Goiás
Igor Melo,519.307.648-39,97,1927-03-31,"Viaduto Nogueira, Grota, 13502920 Ferreira do Norte / RO",São Paulo
Sra. Vitória Carvalho,528.049.736-38,35,1989-02-20,"Jardim Fernanda Moura, 767, Cdi Jatoba, 32504010 Moreira dos Dourados / AM",Mato Grosso
Sofia Duarte,412.835.697-28,18,2005-07-09,"Morro Isaac Freitas, 543, Vila Nova Cachoeirinha 2ª Seção, 97116686 Costela / RR",Rio Grande do Norte
Brenda Nogueira,160.294.358-33,56,1967-07-23,"Pátio de Almeida, 4, Mala E Cuia, 08990015 Aragão da Mata / TO",Amazonas
Rafael Fogaça,569.137.028-68,93,1931-03-04,"Setor de da Rosa, 401, Nova Vista, 61631-368 Cavalcanti do Amparo / SP",Maranhão
Ana Nascimento,295.701.634-61,72,1951-11-22,"Chácara de Martins, 14, Nossa Senhora Do Rosário, 72885-747 Moreira / RN",Amapá
Dr. Juan Da Rocha,475.683.021-80,74,1949-10-02,"Ladeira de da Mota, 16, Vila Jardim Leblon, 67696-414 Nascimento do Amparo / MT",Amazonas
Ana Laura Rocha,531.672.409-70,32,1992-01-11,"Sítio Thomas Rodrigues, 41, São Damião, 21922138 Pinto / AL",Piauí
Maria Alice Da Rocha,906.324.817-22,90,1933-12-22,"Travessa de Correia, 46, Guarani, 34453-251 Souza / AC",São Paulo
Elisa Lopes,790.412.658-30,99,1924-07-02,"Passarela Alexandre da Cunha, Vila Coqueiral, 15467-423 Cunha / RR",Mato Grosso
Davi Lucca Pereira,597.038.421-60,70,1954-01-28,"Jardim de Barros, 16, Vila Califórnia, 19490812 Teixeira Alegre / CE",Amazonas
Marina Fogaça,410.275.689-20,61,1962-04-07,"Praça Luiz Henrique Correia, 81, Guaratã, 57294-260 Pereira / PE",Goiás
Bernardo Ramos,105.689.243-98,80,1943-09-03,"Lagoa Luiza Gonçalves, 979, Piratininga, 04066541 da Mata / SE",Amapá
Ana Lívia Lopes,971.503.862-02,63,1960-11-10,"Parque de Barbosa, 57, Anchieta, 16750-400 Lima / GO",Ceará
Miguel Silva,920.437.568-00,40,1984-02-28,"Ladeira das Neves, 9, Nova Floresta, 61985548 Carvalho do Sul / PE",Rondônia
Sr. Arthur Da Cruz,693.084.275-38,83,1940-06-24,"Lago de Cavalcanti, Vila Betânia, 10086-430 Nunes / TO",Sergipe
Julia Da Mota,571.402.968-20,75,1948-09-30,"Feira Nogueira, 68, Santo Antônio, 23309816 da Cunha do Campo / TO",Rio de Janeiro
Agatha Rocha,853.279.160-30,52,1971-11-01,"Setor de Dias, São Benedito, 48841767 Sales da Serra / RS",Alagoas
Isabel Cardoso,608.127.493-40,95,1928-08-11,"Campo da Mata, 42, Morro Dos Macacos, 65731-340 Santos / MG",Mato Grosso do Sul
Marcos Vinicius Moura,451.293.876-19,64,1959-11-29,"Parque Dias, 687, Paulo Vi, 49685-024 Mendes / PR",Rio de Janeiro
Levi Da Cunha,718.469.350-75,98,1925-04-28,"Colônia de Viana, 6, Pongelupe, 67120-856 Jesus Alegre / SE",Alagoas
Cauã Vieira,427.103.569-61,76,1947-07-29,"Via da Mata, Bernadete, 38006-140 Campos / RO",Piauí
Maria Alice Ferreira,105.239.746-80,37,1986-05-01,"Praça de Duarte, 194, Guarani, 14287-231 Campos das Flores / MT",Amapá
Dra. Isabelly Souza,725.469.810-30,33,1990-05-23,"Campo de Moura, 60, Primeiro De Maio, 96794431 Martins Grande / RN",Distrito Federal
Heitor Rezende,174.689.053-39,72,1951-09-28,"Área Duarte, 628, Conjunto Lagoa, 02753538 Caldeira / RR",Acre
Maria Vitória Jesus,493.861.520-70,47,1977-02-16,"Sítio de Moura, 13, Paraíso, 39110-733 Souza do Norte / RS",Roraima
Emanuel Duarte,762.084.591-76,21,2003-02-23,"Rua de Fogaça, 71, Ouro Preto, 35703-947 da Paz da Mata / AM",Santa Catarina
Ian Lima,163.458.907-66,86,1937-07-05,"Rua de Martins, 9, União, 15652-188 Castro / AC",Roraima
Vitor Alves,687.901.342-22,27,1996-06-13,"Esplanada Ana Laura Oliveira, 667, Ribeiro De Abreu, 79395-958 Farias das Flores / DF",Distrito Federal
Rafael Ramos,946.581.073-84,69,1954-05-17,"Esplanada Almeida, 4, Vila Fumec, 39123310 Silveira Grande / PR",Alagoas
Ryan Da Cunha,412.637.059-52,86,1937-11-04,"Morro de Cardoso, Camponesa 2ª Seção, 49627-572 Dias de da Paz / GO",Sergipe
Maria Da Cunha,539.201.486-06,77,1946-10-07,"Residencial de Duarte, Vila União, 83800-181 Jesus do Sul / PE",Rio de Janeiro
Srta. Milena Cardoso,832.047.961-40,66,1958-03-07,"Praça Almeida, 71, Capitão Eduardo, 13730300 Ferreira dos Dourados / RJ",Bahia
Bryan Ramos,043.619.582-89,30,1993-10-30,"Praia Costa, 35, Jardim Leblon, 29456317 Lopes / GO",Roraima
Luigi Santos,273.940.165-52,37,1987-01-04,"Via Luigi Peixoto, 61, São Gabriel, 48847273 Porto da Mata / AP",Amapá
Isabella Duarte,023.856.714-17,43,1980-09-28,"Estrada Diogo da Mata, 91, Vila Nova Cachoeirinha 3ª Seção, 89436-034 Vieira do Oeste / PI",Espírito Santo
Sophie Azevedo,214.796.580-49,97,1926-08-11,"Rua Kaique Freitas, 8, Universo, 75626-745 Barros / RR",Amazonas
Matheus Carvalho,592.863.174-09,60,1963-08-31,"Viela de Almeida, União, 65843844 Barbosa / RN",Minas Gerais
Júlia Da Cruz,714.093.856-39,94,1930-02-12,"Lagoa João Pedro Alves, Das Industrias I, 30340295 Oliveira de Goiás / PB",Goiás
Vitor Peixoto,489.215.063-06,76,1947-07-24,"Trevo de Cardoso, 40, Vale Do Jatoba, 22565-264 da Cunha do Norte / RS",Mato Grosso do Sul
Amanda Castro,305.817.249-41,43,1980-04-05,"Favela Erick Pereira, 672, Vila Copacabana, 16489668 Barros / AM",Roraima
Lucas Lima,240.719.568-01,91,1932-06-16,"Vale Igor Castro, 928, Maravilha, 19728761 Pereira do Oeste / BA",Bahia
Raquel Ramos,052.793.146-25,66,1957-10-16,"Vereda de Costa, 27, Madre Gertrudes, 11830634 Gonçalves / RN",Roraima
Dra. Rebeca Nascimento,431.987.625-37,82,1941-04-07,"Residencial Nogueira, 954, Vila Oeste, 79622-042 Sales do Norte / PB",Tocantins
Theo Da Conceição,846.571.329-46,29,1995-03-22,"Fazenda Maria Ribeiro, 81, Vila São Paulo, 48192917 Silva / SE",Acre
Thiago Da Cunha,631.409.258-24,90,1933-06-08,"Viela de Aragão, 291, União, 68336231 Moraes de Pires / RJ",Rondônia
Davi Lucas Moreira,169.854.207-02,59,1964-12-30,"Estrada de da Costa, 92, Vila Do Pombal, 01699471 Nascimento de Cavalcanti / PA",Sergipe
Helena Costela,950.372.681-68,28,1996-02-01,"Colônia de Fogaça, 78, Vila Aeroporto Jaraguá, 63760-406 Rezende da Praia / AC",Roraima
Beatriz Peixoto,243.718.069-96,80,1943-04-11,"Campo de Moura, 904, Alto Caiçaras, 12573-093 da Costa de Souza / PE",Bahia
Luigi Fernandes,846.057.921-20,48,1976-02-02,"Estação Igor Cunha, 21, Pilar, 56540380 Peixoto / PB",Roraima
Gabrielly Almeida,831.540.927-14,66,1958-01-11,"Estrada da Conceição, 23, Indaiá, 00460-397 Pires de Pereira / MS",Pará
Samuel Sales,439.526.781-55,75,1948-08-19,"Morro de Costela, 73, Vila Da Luz, 54910873 da Rosa / MG",Rondônia
Dr. Otávio Costa,095.216.837-59,36,1987-08-09,"Chácara da Conceição, 2, Juliana, 64511082 Campos das Flores / BA",Ceará
Srta. Ana Beatriz Da Mata,429.807.615-67,91,1933-01-28,"Feira de Martins, 79, Vitoria Da Conquista, 46900111 Campos Alegre / PA",Alagoas
João Rodrigues,594.081.276-76,25,1999-02-19,"Colônia Duarte, 56, Marmiteiros, 09414-573 Vieira de Lopes / PE",Pernambuco
Nathan Farias,521.097.438-32,39,1985-01-12,"Travessa Joana Gonçalves, 44, Lajedo, 43222-218 Barbosa / AL",Mato Grosso
Dr. Rafael Pereira,581.967.342-55,56,1967-07-15,"Sítio Isis Campos, 81, Distrito Industrial Do Jatoba, 70530-763 da Cunha Grande / AC",Amapá
Júlia Pereira,871.263.590-12,29,1995-02-08,"Lagoa Santos, Petropolis, 36901-640 da Cunha / MT",Bahia
Dra. Laura Barbosa,031.769.482-04,67,1956-12-23,"Ladeira de Moura, 84, Nova Suíça, 58827544 Almeida de da Mota / RR",Minas Gerais
Juliana Pinto,385.410.967-93,70,1953-12-18,"Rodovia Sales, 21, Vila Canto Do Sabiá, 79051-262 Mendes / PI",Rio Grande do Sul
Joana Monteiro,138.960.745-39,55,1968-09-29,"Parque de Costela, 668, Aguas Claras, 24355112 Duarte / TO",Acre
Dr. Yago Da Rocha,698.157.432-28,75,1948-06-15,"Fazenda Cavalcanti, 859, Alto Barroca, 69950997 Rezende de Goiás / MT",Rondônia
Miguel Nogueira,869.312.407-22,56,1967-07-12,"Quadra de Ferreira, Cenaculo, 49974-369 Barbosa Alegre / PI",Piauí
Isadora Da Rocha,725.134.690-70,95,1929-02-20,"Via Igor da Mata, 81, Laranjeiras, 85218769 Correia / ES",Amapá
Clara Costela,380.179.245-50,81,1942-07-13,"Trevo João Pedro Araújo, 7, Sagrada Família, 68500851 Cardoso do Amparo / DF",Alagoas
Dr. Enzo Gabriel Rocha,473.526.019-61,62,1962-04-03,"Condomínio da Cunha, 4, Unidas, 30425743 Barbosa / PA",Alagoas
Maysa Monteiro,615.387.024-44,94,1929-10-27,"Parque Henrique Teixeira, 32, Grotinha, 57134822 Cunha do Sul / RR",Santa Catarina
Maria Alice Da Rosa,710.863.549-66,29,1994-05-09,"Vereda Silveira, 8, Bom Jesus, 17672142 Costa Paulista / RR",Paraíba
Maysa Lopes,196.075.284-76,60,1963-05-30,"Avenida de Araújo, 28, Esplanada, 01624-960 Silva Verde / RS",Mato Grosso
Srta. Yasmin Jesus,586.104.732-44,91,1932-05-28,"Fazenda Letícia Costela, 6, Petropolis, 61073-640 Cardoso do Campo / AM",Pará
Mariana Costela,372.684.905-00,38,1985-11-09,"Campo Peixoto, 75, Independência, 20101298 Sales / SC",Rio Grande do Norte
Clara Almeida,842.609.735-92,35,1988-11-23,"Parque Eloah Costa, 91, São Geraldo, 63810102 da Cunha / RS",Alagoas
Sofia Aragão,687.231.504-08,35,1988-08-13,"Rua de Santos, 955, Ambrosina, 57866655 Silveira de Costela / RS",Mato Grosso do Sul
Elisa Barros,546.180.379-20,27,1997-01-19,"Estrada Sales, 13, Jardim Felicidade, 75253131 Silveira Grande / RN",Espírito Santo
Joana Silva,349.051.867-57,24,1999-09-19,"Chácara Miguel Fogaça, Laranjeiras, 52800515 Souza Verde / PE",Pernambuco
Lorenzo Porto,812.943.670-13,63,1960-05-14,"Avenida de Araújo, 1, Nossa Senhora Da Aparecida, 80268064 Farias do Norte / GO",Minas Gerais
